date,dish_name,restaurant_name,price,meal_type,description,image
2026-06-23 (Tuesday),Nasi Campur,Dapur Chilli,RM 11.00,(Lunch),"After a back to back episode of <code>if gepuk: human.eject_contents(force=""catastrophic"")</code>, I think it'd be better to skip anything bombastic.

Last had 21 Apr 2026. Why here? Kandar = fat. Penyet = sambal.

- Chicken: 2 scoops ish, total 14 normal sized pieces. Grabbed 2 lemons. Ate them.
- Vege: 2 scoops ish, total 11 ""leaves"". Contains eggs and garlic, took some, tried to avoid the sauces.
- Rice: like 2 scoops or so, not much to my general level of free scooping.
- Curry: unsure of meat, but it is fine.

Calculator shown as 6 + 3 + 2. I did take a little bit of less rice, and checking their price list it seems legit counting wise.

I finished rice first, followed by vege, and got remains of 5.5 pieces of chicken remaining. Maybe take less next time.

In case hungry, break fridge and consume guava. Seedless? There's still seeds, and a hard core.<br><ul><li>Chicken: 2 scoops ish, total 14 normal sized pieces. Grabbed 2 lemons. Ate them.</li><li>Vege: 2 scoops ish, total 11 ""leaves"". Contains eggs and garlic, took some, tried to avoid the sauces.</li><li>Rice: like 2 scoops or so, not much to my general level of free scooping.</li><li>Curry: unsure of meat, but it is fine.</li></ul>","images/2026/June/2026, June, image 17.png"
2026-06-23 (Tuesday),Mee Goreng Biasa,AS Nasi Kandar,RM 6.00,(Dinner),"To fill up my remaining ""data points"" as suggested, trying out the Mee Goreng Mamak. Seems that the chicken variant has went from 8 to 10.

I was bracing an impact in case they take a maggi packet, but he took yellow noodles by hand and started boiling &amp; cooking, that's a relief.

- Tofu, Beansprout, Onion, Cabbage, Vege, Egg
- It tastes fine, different vs Maggi, but unique I'd say.
- Per usual, no meat. But at least tofu is there as advertised in image.
- Free lime, took it back for a lime drink.

""If good, +1 choice. If bad, +1 data."" I'd say it's decent, but not life changing. Edible, revisitable, but not a 24/7 meal.<br><ul><li>Tofu, Beansprout, Onion, Cabbage, Vege, Egg</li><li>It tastes fine, different vs Maggi, but unique I'd say.</li><li>Per usual, no meat. But at least tofu is there as advertised in image.</li><li>Free lime, took it back for a lime drink.</li></ul>","images/2026/June/2026, June, image 18.png"
2026-06-24 (Wednesday),Nasi Campur,Dapo Sahang,RM 6.50,(Lunch),"Corpo Strat class got ""deferred to the following week"", but I still came to campus for consistency purposes.

Parking is still full as usual. Suprisingly received a parking near the FCI stairs, I'd consider this a lucky parking.

Chilled a bit in lounge, then went ahead for Dapo. Still a little too early.

- Rice: A mixture of Nasi Lemak + Regular Rice
- Chicken: I'd assume thigh
- Vege: 1 scoop, not spicy somehow vs how I remembered it
- Sambal: underneath the vege, it's sweet.

I finished rice first, then vege, then chicken. I somehow do not feel full enough.

Ah well, barring list is out, so QR doesn't really matter too much, as long as I still exist in class.<br><ul><li>Rice: A mixture of Nasi Lemak + Regular Rice</li><li>Chicken: I'd assume thigh</li><li>Vege: 1 scoop, not spicy somehow vs how I remembered it</li><li>Sambal: underneath the vege, it's sweet.</li></ul>","images/2026/June/2026, June, image 19.png"
2026-06-24 (Wednesday),Special Chicken Shawarma Large,Amir Damascus,RM 11.90,(Dinner),"Apparently there was no lecture only Viva, and there was no tutorial at all. And then it rained. Hard.

Went after class ""ended"", and got shoes drenched. Was still a little early, so I went to explore Atelier a little. It turns out to be housing.

Enough of backstory, back to food talk.

- Special = fries, Normal = no fries? At least that's how I intepreted it when I asked.
- Chicken: flavourfully burnt, has its own taste
- Shawarma itself: As long as my bottle. Chicken, Fries, Sauces, but weirdly no lettuce compared to Chilli
- Fries: typical fries nothing too special I'd say.
- Sauces: White good, Orange a lil spicy, Chili sauce.

Price wise it's ok given the deco &amp; environment, but otherwise it'd be better to go back to Chilli (they don't seem to give drinks anymore)/MMU for slightly cheaper.

VIP has confirmed itself that there are no more classes anymore. Fun.

What's not fun is having my feet drenched under the broken traffic light for the 4 way intersection. I guess my negative luck went here.<br><ul><li>Special = fries, Normal = no fries? At least that's how I intepreted it when I asked.</li><li>Chicken: flavourfully burnt, has its own taste</li><li>Shawarma itself: As long as my bottle. Chicken, Fries, Sauces, but weirdly no lettuce compared to Chilli</li><li>Fries: typical fries nothing too special I'd say.</li><li>Sauces: White good, Orange a lil spicy, Chili sauce.</li></ul>","images/2026/June/2026, June, image 20.png"
2026-06-28 (Sunday),Roti Kahwin,Sky Malaysia,RM 4.00,(Dinner),"Returned to Cyber earlier as homemade dinner not being cooked (again).

Consulted with the higher AIs and I got suggested Kahwin, as quote ""optimizing Monday morning survivability"".

Koyo is cooking, and Sky is serving, so went to them.

- Oh no the dhal &amp; curry has green things in them. Not much, but a warning shot.
- Canai is cold, but Telur is warm from what I felt?
- Sauces are either plentiful or I didn't dip into them enough

<small>Update @ ~8am the next day: Shat myself, but not to the tier of gepuk. Hmm.</small><br><ul><li>Oh no the dhal &amp; curry has green things in them. Not much, but a warning shot.</li><li>Canai is cold, but Telur is warm from what I felt?</li><li>Sauces are either plentiful or I didn't dip into them enough</li></ul>","images/2026/June/2026, June, image 21.png"
2026-06-29 (Monday),Nasi Campur,Royal Tandoori,RM 8.50,(Lunch),"Tutorial... had no one except me. Assisted tutorial lecturer a bit and it was pretty ok.

Forgot quiz for integrity, asked for reopening, finished quiz and thanked.

- Chicken: Thigh as the bone is there, no hot, but not room temp I think.
- Vege: 1 scoop
- Curry: the not chicken one, 2 scoops
- Rice: 2 scoops but more of 1.7 or so

And then lecture had no one. Well, almost no one.<br><ul><li>Chicken: Thigh as the bone is there, no hot, but not room temp I think.</li><li>Vege: 1 scoop</li><li>Curry: the not chicken one, 2 scoops</li><li>Rice: 2 scoops but more of 1.7 or so</li></ul>","images/2026/June/2026, June, image 22.png"
2026-06-29 (Monday),Nasi Goreng Cendawan,AS Nasi Kandar,RM 8.00,(Dinner),"I think as the final week(s), I'll take whatever I have yet to try &amp; try them all out. To fill my curiosity.

- It feels like Cina, but with added mushrooms
- Onion, Carrot, Red chili, Green chili, Tomato cut
- The mushroom seems to be an oyster type? Though I'm not sure, cut into strips akin sotong.
- All in all, ok, but I'd go for Cina. Tastes same, cheaper.

Quarter way during my meal, KoyoCheese came. NGK with TM + iced milo, less sweet.

They sell fried banana for rm2? Hm, a snack. Iced lychee as well.<br><ul><li>It feels like Cina, but with added mushrooms</li><li>Onion, Carrot, Red chili, Green chili, Tomato cut</li><li>The mushroom seems to be an oyster type? Though I'm not sure, cut into strips akin sotong.</li><li>All in all, ok, but I'd go for Cina. Tastes same, cheaper.</li></ul>","images/2026/June/2026, June, image 23.png"
2026-06-30 (Tuesday),Nasi Kandar,AS Nasi Kandar,RM 7.50,(Lunch),"Was told by Gemini to have an early lunch + this instead of Nasi Campur for 2pm interview preparation purposes.

Fair, as when I went down, Penyet chicken isn't there. Somehow there's packets of breakfast at Sky, with another seller nearby the Dobi.

- Rice: normal, uncle scooped a plate? Non bowl I think
- Curry: 4 scoops of goat
- Vege: the usuals, I'd say a pushful or so. Finished with the rice.
- Chicken: Thigh. Cold. But I'd say decent enough. Anything is better than dry gepuk.

Hm, turned to 1:30pm instead. Ah well, early start, early end.<br><ul><li>Rice: normal, uncle scooped a plate? Non bowl I think</li><li>Curry: 4 scoops of goat</li><li>Vege: the usuals, I'd say a pushful or so. Finished with the rice.</li><li>Chicken: Thigh. Cold. But I'd say decent enough. Anything is better than dry gepuk.</li></ul>","images/2026/June/2026, June, image 24.png"
2026-06-30 (Tuesday),Nasi Goreng Kambing,AS Nasi Kandar,RM 10.00,(Dinner),"The interview is somewhat of an e-coffee chat as well, getting to know the company and next steps.

Right, with that out of the way, it is time to tackle the ""premium"" variant of their regular fried rice. The Goat.

- Anything that is not under the fan will be mildly warm. Do not attempt despite better connection (well, true).
- 17:56 order, 18:03 arrived
- The style of it is like Nasi Goreng Biasa, but exchange the chicken with goat
- Vege, Cabbage, Fried onions, Green chili, Garlic (rare)
- 3 or 4 pieces of meat, with 3 bones.

Reorderability? It's worth the premium if goat meat costs the premium over chicken.

Beware of tendons if any though, though luckily none for my 1st attempt.

<small>As I scrolled while editing this entry... wait... JUNE HAS ENDED???</small><br><ul><li>Anything that is not under the fan will be mildly warm. Do not attempt despite better connection (well, true).</li><li>17:56 order, 18:03 arrived</li><li>The style of it is like Nasi Goreng Biasa, but exchange the chicken with goat</li><li>Vege, Cabbage, Fried onions, Green chili, Garlic (rare)</li><li>3 or 4 pieces of meat, with 3 bones.</li></ul>","images/2026/June/2026, June, image 25.png"
2026-07-01 (Wednesday),Nasi Kandar,HTC,RM 8.50,(Lunch),"Somehow realised I didn't do the W13 Lab Submission, no notifications either. Speedran.

Corpo Strat class ended, with some lessons to be learnt in life as well.

Around 30 minutes left for FYP2 physical meet, so I headed here to save time.

- Rice: I'd say 2.1 scoops, or just 1 beeg scoop if you want to classify as that.
- Chicken: back part. Room temperature, a little lower tier vs Thigh.
- Curry: Seems like goat. Lucky scoop gotten 1 piece to test it out
- Vege: 1 to 2 pushes of it.

11:32 enter, 11:35 food, 11:53 finishes.

Meeting? Previous person ate well over 20 minutes into my slot, but me? Somehow finished in like 5 minutes or so. What the hell.<br><ul><li>Rice: I'd say 2.1 scoops, or just 1 beeg scoop if you want to classify as that.</li><li>Chicken: back part. Room temperature, a little lower tier vs Thigh.</li><li>Curry: Seems like goat. Lucky scoop gotten 1 piece to test it out</li><li>Vege: 1 to 2 pushes of it.</li></ul>","images/2026/July/2026, July, image 1.png"
2026-07-01 (Wednesday),Braised Chicken Noodles,Salam Noodles,RM 11.45,(Dinner),"Class didn't exist. Printed poster, realised QR is wrong. It's so over.

I think I could just paste it over the poster... right? This parking lot is a little ominous, like the backrooms.

- Ordered 17:25, came 17:31, added noods 17:44, full 18:10, end 18:16.
- Chicken: There's like 5 or 6 pieces of chicken. Some bones, some meat. Pure meat is tough.
- Noodles: Added once, remained like 20 30% left as full.
- Salad/Sauce: I'd say is ok, same as beef one
- Drinks: 1 cup of tea, and then 1 mouthful of Sarsi + 100 plus to end the meal fully.
- Extras: 1 bowl of soup (after 1st addition. They hid the bowls to be at kitchen now) &amp; Chili oil crunch

I guess appetite is less. Granted: ""also 530 dinner wtf"". If I ate any later I may risk parking fees (Came 17:05).<br><ul><li>Ordered 17:25, came 17:31, added noods 17:44, full 18:10, end 18:16.</li><li>Chicken: There's like 5 or 6 pieces of chicken. Some bones, some meat. Pure meat is tough.</li><li>Noodles: Added once, remained like 20 30% left as full.</li><li>Salad/Sauce: I'd say is ok, same as beef one</li><li>Drinks: 1 cup of tea, and then 1 mouthful of Sarsi + 100 plus to end the meal fully.</li><li>Extras: 1 bowl of soup (after 1st addition. They hid the bowls to be at kitchen now) &amp; Chili oil crunch</li></ul>","images/2026/July/2026, July, image 2.png"
2026-07-06 (Monday),Nasi Goreng Belacan,AS Nasi Kandar,RM 7.00,(Dinner),"Banished to Cyber once more, since I was expecting to return by Tues night, but this works fine.
Data point, gamble in a sense, as I'm not really a Belacan haver mostly.

- I unironically can't feel any belacan
- Garlic, Vege, Cabbage, Red chili bits, Green chili, Egg, Chicken, Fried onions
- Like it's more flavourful vs cina maybe... Is it cendawan minus mushrooms?
- Like vro did u even put any belacan or my taste buds died

Hm, it seems that I am a little constrained on AC use now.<br><ul><li>I unironically can't feel any belacan</li><li>Garlic, Vege, Cabbage, Red chili bits, Green chili, Egg, Chicken, Fried onions</li><li>Like it's more flavourful vs cina maybe... Is it cendawan minus mushrooms?</li><li>Like vro did u even put any belacan or my taste buds died</li></ul>","images/2026/July/2026, July, image 3.png"
2026-07-07 (Tuesday),Nasi Campur,Dapur Chilli,RM 11.00,(Lunch),"Due to ulcers I got suggested to come here, also to prevent it getting worse from FYP2 presentation.

- Buttermilk Chicken: 2 scoops, around 16 countable pieces. RM6.00
- Vege: 2 scoops, has a fish bone. RM 3.00
- Rice: I'd say 2 scoops or 3. RM 2.00
- Curry: presumed beef? Not much taste though.

Somehow as I ate, there's a fish in my chicken. Weird but acceptable.<br><ul><li>Buttermilk Chicken: 2 scoops, around 16 countable pieces. RM6.00</li><li>Vege: 2 scoops, has a fish bone. RM 3.00</li><li>Rice: I'd say 2 scoops or 3. RM 2.00</li><li>Curry: presumed beef? Not much taste though.</li></ul>","images/2026/July/2026, July, image 4.png"
2026-07-07 (Tuesday),Murtabak Ayam,AS Nasi Kandar,RM 7.00,(Dinner),"Citing ulcers (again), I was suggested to take this over any type of gorengs.

3 staffs took turns to ask me what I want.

- 18:14 order, 18:31 received.
- Curries are goat + unknown. Dhal came in a bowl, a warm one as it's likely freshly made in the kitchen.
- Somehow no raw onion sirap thingy.
- Half a green chili in it, along with some hard bits?

As I went to the counter I was told it was 7, as they mentioned a system update. The menu still writes 5.

This food is so mid. What kind of price hike happens this random and straight up shoots +40%??

Man I might as well eat at Sky Malaysia (M.A. costs 7 there), at least their hikes don't shoot double digits.<br><ul><li>18:14 order, 18:31 received.</li><li>Curries are goat + unknown. Dhal came in a bowl, a warm one as it's likely freshly made in the kitchen.</li><li>Somehow no raw onion sirap thingy.</li><li>Half a green chili in it, along with some hard bits?</li></ul>","images/2026/July/2026, July, image 5.png"
2026-07-08 (Wednesday),Nasi Campur,Dapo Sahang,RM 6.50,(Lunch),"I somehow shat myself after eating yesterdays Murtabak, a little weird, but pein.
With FYP2 physical presentation around the corner, I'd say this is the safest bet.

- Chicken: thigh
- Vege: 1 big scoop
- Rice: I'd say 2 to 3 scoops

Satisfying meal as always. Good luck to me &amp; everyone attending this.<br><ul><li>Chicken: thigh</li><li>Vege: 1 big scoop</li><li>Rice: I'd say 2 to 3 scoops</li></ul>","images/2026/July/2026, July, image 6.png"
2026-07-08 (Wednesday),Fried Chicken with Rice,Salam Noodles,RM 11.55,(Dinner),"FYP2 seemed... swell enough. So long as one sounds confident even when potentially incorrect.

Asked for Getok reviews, got told it's ass. Guess I'm not trying it. Wandering around, went to ball with Salam Rice.

- 17:50 ordered, 18:03 received.
- Yellow sauce: tastes something like what I had before in Kerabu based dishes
- Chili: cold. But spicy. I'd rather not touch it.
- Pickled vege: Cucumber, Carrot, Onion, Pineapple, Cherry tomato. Quite nice.
- Cucumber: 3 half slices.
- Chicken: I'd say it's better than some gepuk places as it has some juices. Good.
- Added rice once at 18:27, along with soup. Finished 60-70% of the rice as I was full. Also out of meat.
- 1 cup of chinese tea + half a cup (finished 1/3 cup) of hot lemon tea

Fatbod again. Took away a piece of skin, as someone was keen on my table.<br><ul><li>17:50 ordered, 18:03 received.</li><li>Yellow sauce: tastes something like what I had before in Kerabu based dishes</li><li>Chili: cold. But spicy. I'd rather not touch it.</li><li>Pickled vege: Cucumber, Carrot, Onion, Pineapple, Cherry tomato. Quite nice.</li><li>Cucumber: 3 half slices.</li><li>Chicken: I'd say it's better than some gepuk places as it has some juices. Good.</li><li>Added rice once at 18:27, along with soup. Finished 60-70% of the rice as I was full. Also out of meat.</li><li>1 cup of chinese tea + half a cup (finished 1/3 cup) of hot lemon tea</li></ul>","images/2026/July/2026, July, image 7.png"
2026-07-09 (Thursday),Nasi Campur,Dapo Sahang,RM 6.50,(Lunch),"Cleaning done, wardrobe business finished early (nice). Time to scram from Lakefront for the week again, returning more non-necessities back to home.

Pit stop time? Dapo. I was semi planning on outside food like Fu Jee (per Herrscher), but parking is a little... yea.

- Chicken: Thigh
- Vege: 1 big scoop
- Rice: Like 2 scoops of nasi lemak rice, and like 1 mini scoop of regular rice

Upon further Q&amp;A, it seems like they don't have a set move out date.

After further consultation with people in power, I moved out most of the items I could fit in big boi sedan. Couldn't had done it with oren.

I started with Komatra, I ended with Dapo Sahang. I guess this is a way to end University.

<small>(pls pls pls let me pass pls pls even though I was a little ticked off by their last minute shenenigans grr)</small><br><ul><li>Chicken: Thigh</li><li>Vege: 1 big scoop</li><li>Rice: Like 2 scoops of nasi lemak rice, and like 1 mini scoop of regular rice</li></ul>","images/2026/July/2026, July, image 8.png"
2026-07-14 (Tuesday),Regular Chicken McDeluxe Set,McD Jalan Tun Perak,RM 16.00,(Lunch),"Physical interview time, and lunch wise I chose the most predictable &amp; safest option instead of venturing out &amp; risking my armour.

- Regular Chicken McDeluxe: Improved? I won't say so. It's the same old chicken thigh patty. XTRA Lettuce.
- French Fries (S): Somehow 2 chili packets isn't enough.
- Sprite (S): Suprisingly no ice = not cold. I should've gotten some ice.

I'd say it went well enough? Though maybe next time depart a bit later, as I had like 2 BTD6 games of time worth to spare in the lobby alone.<br><ul><li>Regular Chicken McDeluxe: Improved? I won't say so. It's the same old chicken thigh patty. XTRA Lettuce.</li><li>French Fries (S): Somehow 2 chili packets isn't enough.</li><li>Sprite (S): Suprisingly no ice = not cold. I should've gotten some ice.</li></ul>","images/2026/July/2026, July, image 9.png"
2026-08-01 (Saturday),Roti Telur,Jasir Bistro,RM 3.00,(Breakfast 1),"I was thinking of Chinese food as it's more filling, but per Gemini Mamak is fine as it's en route instead of dedicated detour.

- Roti telur: is fine.
- Sambal: different vs Cyber where it's a better taste here.
- Curry: decent
- Dhal: watery enough, and no green thing so big plus

<small>Why did I sign up for this.</small><br><ul><li>Roti telur: is fine.</li><li>Sambal: different vs Cyber where it's a better taste here.</li><li>Curry: decent</li><li>Dhal: watery enough, and no green thing so big plus</li></ul>","images/2026/August/2026, August, image 1.png"
2026-08-01 (Saturday),Bihun Goreng?,Valiram,Free,(Breakfast 2),"Oh so they did provide food.

- Noodles, cabbage, carrot
- Delite chrysanthemum drink (320ml)

It's ok.

As time passes, first group task is done, en route to 2nd group task, and somehow lunch is nowhere to be found, nor offered.<br><ul><li>Noodles, cabbage, carrot</li><li>Delite chrysanthemum drink (320ml)</li></ul>","images/2026/August/2026, August, image 2.png"
2026-08-01 (Saturday),Chicken & Mushroom Spaghetti,Valiram,Free,(Lunch),"Finally food is here. At long last which is even later than my typical at home lunches.

- Chicken, Mushroom slices, Carrots, Spaghetti
- Presumed orange juice (likely from those tank drink dispensers)
- Taste wise it seems good
- I was told it's from Picante, one of APUs in house stores
- In MMU it's usually done by MDA or some external one

Yes I am easily bribed by free food, but I'd really like to eat 2 packets as I'm a hungry fug.

I wonder when will dinner be served, 8? Or none at all?<br><ul><li>Chicken, Mushroom slices, Carrots, Spaghetti</li><li>Presumed orange juice (likely from those tank drink dispensers)</li><li>Taste wise it seems good</li><li>I was told it's from Picante, one of APUs in house stores</li><li>In MMU it's usually done by MDA or some external one</li></ul>","images/2026/August/2026, August, image 3.png"
2026-08-01 (Saturday),Chicken Chop,Valiram,Free,(Dinner),"Task 3 really burnt all of us, with an offer too good that it got rejected somehow.

Ah well, dinner at 8, while I ngaw my insides out, brain power gone (not like I had any, business or law wise).

- Chicken chop: has a hint of paprik or spices of some sort.
- Lettuce: lettuce, finely chopped up.
- Black pepper: decent, but not enough to finish up the fries
- Fries: crinkle cut. Cold like the dish.

Met new people be it from semi-volunteering in ice breaking, and via group activity. Was it fun? Could've been better.

But life do be unexpected, so just think of doing the best one can at that moment.

<small>I would've ate 2 if it wasn't for getting called back into the hall. Back to burning Claude I guess, which is what I do best.</small><br><ul><li>Chicken chop: has a hint of paprik or spices of some sort.</li><li>Lettuce: lettuce, finely chopped up.</li><li>Black pepper: decent, but not enough to finish up the fries</li><li>Fries: crinkle cut. Cold like the dish.</li></ul>","images/2026/August/2026, August, image 4.png"
2026-08-13 (Thursday),Nasi Goreng Biasa Mamak,Ammer Ehsan Puchong,~~RM 5.50?~~ Free,(Lunch),"Due to wifi being terminated early, had to come to a relatives place while fetching cousin for lunch (more like an offer).

His food + drink came way before mine, while he &amp; me kinda reminded the staff from time to time regarding my food.

- It's a whole 29 minutes wait. At least 29 minutes.
- The rice is wet ish
- Onions, Cabbage, Vege, Egg
- 0 meat, reminds me of a certain restaurant.

I think I should've went to take the nasi kandar instead of ordering ""cooked when ordered"".

That'd save me tons of unnecessary brain power.

<small>Turns out, it was physical since the address was stated there. But they were kind enough to let me online still.

Asked for QR for repayment purposes, got told to belanja next time. Guess I will, when the time comes?
</small><br><ul><li>It's a whole 29 minutes wait. At least 29 minutes.</li><li>The rice is wet ish</li><li>Onions, Cabbage, Vege, Egg</li><li>0 meat, reminds me of a certain restaurant.</li></ul>","images/2026/August/2026, August, image 5.png"
2026-08-19 (Wednesday),1 Pc Rice Plate,KFC Giant Kinrara,RM 9.99,(Lunch),"It seems to be cloudy, which means there's a chance for rain to come. Better not take the risk &amp; eat inside mall.

Choices are hard to pick, as Subway is fine (11.90 for sub of the day with drinks?), but reviews say it's bad.

Food court is a bit questionable to me, so I went to KFC as a gamble, tapped their menu, seems fine, paid.

- 11:19 ordered, 11:23 arrived, peak service speed, good for fast food.
- 1 pc Hot &amp; Spicy Chicken, 1 Colonel Rice, 1 Coleslaw (4oz), 1 Coke Zero (M)
- Received thigh, quite good, quite fresh &amp; hot
- Rice despite looking compact &amp; cake inside, is better than Dapos.

Culture fit seems more of a regular chit chat, and now to hope for the best within these few days.

Drink (Iced lemon tea? in Kenny Hills) on Sales director, and some free samples in Seibu, hoping to last till dinner.<br><ul><li>11:19 ordered, 11:23 arrived, peak service speed, good for fast food.</li><li>1 pc Hot &amp; Spicy Chicken, 1 Colonel Rice, 1 Coleslaw (4oz), 1 Coke Zero (M)</li><li>Received thigh, quite good, quite fresh &amp; hot</li><li>Rice despite looking compact &amp; cake inside, is better than Dapos.</li></ul>","images/2026/August/2026, August, image 6.png"
2026-09-02 (Wednesday),Roti Telur + Teh Tarik,Jasir Bistro,RM 4.80,(Breakfast),"Day 1 at work, and I somehow have to join meetings with clients? I guess there's a first for everything.
Per Gemini I was told to eat slightly more ""t20"" per my understanding, since I do have a potential $$ stream now, so might as well get myself some liquid instead of relying on just an 800ml bottle.
Kahwin was told to be too ""fat"", so compromised with this, I guess.

- Roti Telur: same as 1 Aug, 3.00
- Teh Tarik: It do be sweet by default, 1.80

LRT is packed, I mean PACKED. Way more different compared to the time I'm at Presoft LRT commuting, granted it is TO the city centre, and not FROM. But still, whole ahh battle royale just for seats, & crowd only subsided by the time I reached Masjid Jamek.
Hopefully if I do choose the LRT route to go office, it'd be more peaceful, or at least on par with Presoft times. (as its OUT of city centre -> 1st station)<br><ul><li>Roti Telur: same as 1 Aug, 3.00</li><li>Teh Tarik: It do be sweet by default, 1.80</li></ul>",No image
2026-09-02 (Wednesday),Nasi Kandar,Al Falah Noori @ Shah Alam,<s>Unknown</s> Free?,(Lunch),"Tea on CEO, then water by meeting #1.
Lunch with CTO + GTMD (in his ride), got quoted why I took little, when its my go to order most of the time.
- Vege, Chicken (Thigh), Goat curry, Rice (unsure of portion)
Asked for how much I should pay back, got paraphrased that he forgotten. Thanks..?<br><ul><li>Vege, Chicken (Thigh), Goat curry, Rice (unsure of portion)</li></ul>",No image
